,Episode,Description,Link
56,"Sam Zell — Strategies for High-Stakes Investing, Dealmaking, and Grave Dancing (#407)","As longtime listeners of the podcast know, Dr. Peter Attia (@PeterAttiaMD) is a former ultra-endurance athlete, a compulsive self-experimenter, and one of the most fascinating human beings I know. He is also one of my go-to doctors for anything related to performance or longevity.  Peter also hosts The Drive, a weekly, ultra-deep-dive podcast focusing on maximizing health, longevity, critical thinking, and a few other things. Subscribe on Apple Podcasts, Spotify, or wherever you listen to podcasts.",https://tim.blog/2020/01/23/sam-zell/
57,Bob Iger — CEO and Chairman of Disney (#406),"As Chairman and Chief Executive Officer of The Walt Disney Company, Robert A. Iger (@RobertIger) is the steward of one of the world’s largest media companies and some of the most respected and beloved brands around the globe. Since becoming CEO in 2005, Iger has built on Disney’s rich history of storytelling and innovation with the acquisitions of Pixar (2006), Marvel (2009), Lucasfilm (2012) and 21st Century Fox (2019), and the landmark opening of Disney’s first theme park and resort in Mainland China, Shanghai Disney Resort in 2016.",https://tim.blog/2020/01/16/bob-iger/
58,"Penn Jillette on Magic, Losing 100+ Pounds, and Weaponizing Kindness (#405)","Penn Jillette (@pennjillette) is a cultural phenomenon as a solo personality and as half of the world-famous, Emmy Award-winning magic duo and Las Vegas headliners Penn & Teller.",https://tim.blog/2020/01/09/penn-jillette/
59,Books I’ve Loved — Steve Jurvetson (#404),"Steve Jurvetson (@FutureJurvetson) is an early-stage venture capitalist with a focus on founder-led, mission-driven companies at the cutting edge of disruptive technology and new industry formation. Steve was the early VC investor in SpaceX, Tesla, Planet, Memphis Meats, Hotmail, and the deep learning companies Mythic and Nervana. He has led founding investments in five companies that went public in successful IPOs and several others that were acquired for a total of over a $100 billion in value creation.",https://tim.blog/2019/12/30/steve-jurvetson-recommended-books/
60,The Top 25 Episodes of The Tim Ferriss Show from 2019,No description for the person found,https://tim.blog/2019/12/23/top-25-podcast-episodes/
61,"Tony Fadell — On Building the iPod, iPhone, Nest, and a Life of Curiosity (#403)","Tony Fadell (@tfadell), sometimes called “the father of the iPod,” is an active investor and entrepreneur with a 30+ year history of founding companies and designing products that profoundly improve people’s lives. As the principal at Future Shape, a global investment and advisory firm coaching engineers and scientists working on foundational deep technology, he is continuing to help bring technology out of the lab and into our lives. Currently, Future Shape is coaching 200+ startups innovating game-changing technologies.",https://tim.blog/2019/12/23/tony-fadell/
62,Books I’ve Loved — Seth Godin and Esther Perel (#402),"Seth Godin (@thisissethsblog) is the author of 19 bestselling books that have been translated into more than 35 languages. He writes about the way ideas spread, marketing, strategic quitting, leadership, and—most of all—challenging the status quo in all areas. His books include Linchpin, Tribes, The Dip, Purple Cow, This Is Marketing: You Can’t Be Seen Until You Learn to See, and What to Do When it’s Your Turn (and it’s Always Your Turn).",https://tim.blog/2019/12/16/seth-godin-esther-perel-recommended-books/
63,Gary Keller — How to Focus on the One Important Thing (#401),"Gary Keller (@garykeller) is the co-founder, chairman, and CEO of Keller Williams (KW), the world’s largest real estate franchise by agent count. In 2019, KW, which also ranks number one in units and sales volume in the US, was named by Fast Company as the “most innovative company” in real estate.",https://tim.blog/2019/12/12/gary-keller/
64,Books I’ve Loved — Tim’s Four Must-Read Books (#400),"Photo by Christopher Michel (@chrismichel) Welcome to another episode of The Tim Ferriss Show, where it is my job to sit down with world-class performers of all different types—from startup founders and investors to chess champions to Olympic athletes. This episode, however, is an experiment and part of a shorter series…",https://tim.blog/2019/12/09/tim-ferriss-recommended-books/
65,Adam Grant — The Man Who Does Everything (#399),"Adam Grant (@AdamMGrant) is an organizational psychologist at Wharton, where he has been the top-rated professor for seven straight years. He is an expert in how we can find motivation and meaning, and lead more generous and creative lives. He is the #1 New York Times bestselling author of four books that have sold over two million copies and been translated into 35 languages: Give and Take, Originals, Option B, and Power Moves. His books have been recognized as among the year’s best by Amazon, The Financial Times, Harvard Business Review, and The Wall Street Journal and been praised by J.J. Abrams, Richard Branson, Bill and Melinda Gates, Malcolm Gladwell, and Malala Yousafzai.",https://tim.blog/2019/12/05/adam-grant/
66,"Peter Attia, M.D. — Fasting, Metformin, Athletic Performance, and More (#398)","Dr. Peter Attia (peterattiamd.com, TW: @PeterAttiaMD, IG: @peterattiamd, FB: @peterattiamd) is a former ultra-endurance athlete (e.g., swimming races of 25 miles), a compulsive self-experimenter, and one of the most fascinating human beings I know. He is one of my go-to doctors for anything performance- or longevity-related. He is also easily the best quarterback and sherpa for the US medical system I’ve ever met.",https://tim.blog/2019/11/27/peter-attia-fasting-metformin-longevity/
67,Two Questions Every Entrepreneur Should Answer (#397),"Mike Maples, Jr. (@m2jr) and his firm, Floodgate, have invested in and supported many of the startups you might recognize — including Twitter, Twitch, Lyft, Chegg, and Okta, among others — long before they were household names. He’s been on the Forbes Midas List eight times in the last decade, but he’s much more than a successful investor. Mike has also succeeded as both a founder and operating executive.",https://tim.blog/2019/11/25/starting-greatness-mike-maples/
68,Marcela Ot’alora — How to Become a Psychedelic Therapist (#396),"Photo courtesy of MAPS Rick Doblin, PhD, (@rickdoblin) is the founder and executive director of the Multidisciplinary Association for Psychedelic Studies (MAPS). He received his doctorate in public policy from Harvard's Kennedy School of Government, where he wrote his dissertation on the regulation of the medical uses of psychedelics and…",https://tim.blog/2019/11/22/marcela-otalora/
69,"Jocko Willink Takeover — On Quitting, Relationships, Financial Discipline, Contrast Baths, and More (#395)","Jocko Willink (@jockowillink) takes over the show for a special episode. Jocko is one of the scariest human beings imaginable. He is a lean 230 pounds and a Brazilian jiu jitsu black belt who used to tap out 20 Navy SEALs per workout. He is a legend in the special operations world, and his viral podcast interview with me was the first public interview he ever did. Jocko spent 20 years in the U.S. Navy and commanded SEAL Team Three’s Task Unit Bruiser, the most highly decorated special operations unit from the Iraq War. Upon returning to the United States, Jocko served as the officer-in-charge of training for all West Coast SEAL Teams, designing and implementing some of the most challenging and realistic combat training in the world.",https://tim.blog/2019/11/14/jocko-willink-takeover/
70,"Q&A With Tim — On Wealth, Legacy, Grief, Lyme Disease, Gratitude, Longevity, and More (#394)","""If you're really committed to brain health, you want to be exercising every day."" — Peter Attia Dr. Peter Attia (peterattiamd.com, TW: @PeterAttiaMD, IG: @peterattiamd, FB: @peterattiamd) is a former ultra-endurance athlete (e.g., swimming races of 25 miles), a compulsive self-experimenter, and one of the most fascinating human beings I know.…",https://tim.blog/2019/11/07/qa-with-tim-on-wealth-legacy-grief-lyme-disease-gratitude-longevity/
71,"Edward Norton — On Creative Process, Creative Struggle, and Motherless Brooklyn (#393)","Edward Norton (@EdwardNorton) is one of the most celebrated actors of his generation. He has been nominated for three Academy Awards for his performances and has starred in, produced, written, or directed more than 30 films. His most recent film, Motherless Brooklyn, which he wrote, directed, produced, and stars in, will be released on November 1st.",https://tim.blog/2019/10/31/edward-norton-motherless-brooklyn/
